Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot42,"Olen Fenner",normal,11,Completed,"Crackhouse","Crackhouse: Objective #5","1","20:45:19","20:45:50",
Bot42,"Olen Fenner",normal,11,Completed,"Crackhouse","Crackhouse: Objective #7","1","20:45:55","20:46:34",
Bot42,"Olen Fenner",normal,11,Completed,"Crackhouse","Crackhouse: Objective #3","1","20:46:39","20:46:45",
Bot42,"Olen Fenner",normal,11,Completed,"Crackhouse","Crackhouse: Objective #6","2","20:46:50","20:47:09",
Bot42,"Olen Fenner",normal,11,Completed,"Garage","Garage: Objective #1","1","20:47:14","20:47:39",
Bot42,"Olen Fenner",normal,11,Completed,"Garage","Garage: Objective #2","1","20:47:44","20:47:50",
Bot42,"Olen Fenner",normal,11,Completed,"Skeleton","Skeleton: Objective #2","1","20:47:55","20:48:41",
Bot42,"Olen Fenner",normal,11,Completed,"Skeleton","Skeleton: Objective #1","1","20:48:46","20:49:15",
Bot42,"Olen Fenner",normal,11,Failed,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","20:49:20","20:50:53",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #4","1","20:44:43","20:45:06",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #3","1","20:45:11","20:45:23",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #5","1","20:45:28","20:45:34",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #2","1","20:45:40","20:46:03",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #1","1","20:46:08","20:46:37",
Bot43,"Пётр Лапунов",normal,23,Completed,"Substation","Substation: Objective #6","1","20:46:42","20:46:48",
Bot43,"Пётр Лапунов",normal,23,Failed,"New Gas","New Gas: Objective #2","1","20:46:54","20:47:41",
Bot43,"Пётр Лапунов",normal,23,Completed,"New Gas","New Gas: Objective #3","1","20:47:46","20:48:14",
Bot43,"Пётр Лапунов",normal,23,Completed,"New Gas","New Gas: Objective #1","1","20:48:19","20:48:42",
Bot44,"Гоги Реилган (Titus)",normal,1,Failed,"Container Building","Container Building: Objective #1","1","20:45:19","20:45:24",
Bot45,"Ваня Дерзкий (Buck)",normal,1,Failed,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","20:45:52","20:46:03",
Bot47,"Трифон Саратовский (Иннокентий)",normal,1,Pending,"Big Red","Big Red: Objective #4","1","20:46:16","N/A",
Bot48,"Жека Батон (Moises)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","20:46:45","20:47:02",
Bot48,"Жека Батон (Moises)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","20:47:07","20:47:16",
Bot48,"Жека Батон (Moises)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","20:47:21","20:47:31",
Bot48,"Жека Батон (Moises)",normal,1,Active,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","20:47:36","N/A",
Bot49,"Стасик Сладкоежка (Kenneth)",normal,1,Active,"Storage","Storage: Objective #7","1","20:47:03","N/A",
Bot51,"Христофор Серёгин",normal,32,Failed,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","20:47:41","20:50:33",
Bot52,"Илья Репин",normal,23,Active,"Fortress","Fortress: Objective #5","1","20:49:38","N/A",
